PERMY
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	6.7431	2868.51	1589.29	79.2546	17.6504	354.096
7.2014	336.29	2759.56	3333.99	63.4532	     5	3055.04	7.3798
16.6742	7.9764	3358.79	     5	     5	     5	     5	     5
     5	     5	     5	     5	25.027	2835.61	     5	425.582
1616.85	2065.95	3359.1	433.815	     5	3265.57	2741.2	1758.99
     5	1827.85	     5	     5	     5	     5	     5	     5
2769.98	10.4681	1052.56	818.474	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	2204.63	3190.73
2892.5	6.7351	2346.98	7.1867	3242.43	2713.05	426.561	6.9036
155.673	     5	3229.07	1742.93	9.3527	505.033	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	29.2442	     5	2330.02	1128.77	2038.51	41.6366	     5
     5	1389.16	3079.94	8.5169	59.8711	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	6.4116	522.685	84.7941	1839.92	3352.53	16.7219
50.1638	3358.13	183.647	575.254	2803.83	24.2204	     5	468.888
1746.07	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	63.7118	     5	     5	3285.74	2830.76	17.8326	6.7885
2543.35	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	74.1769	611.917
384.785	1080.47	52.8377	6.5821	2256.38	1358.86	3357.61	1232.5
14.1581	15.4651	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	3344.24	     5	     5	2802.86
2905.37	1180.44	1071.85	2123.08	646.684	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	120.242	6.3275	14.7471	355.997	90.4462	7.5547
2834.88	2379.63	3355.55	1064.24	9.4729	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	1969.46	     5	233.816	3359.09	61.2922	1001.93	3223.95
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	631.074	14.9013	3351.9
29.201	190.839	645.262	993.653	3335.6	504.487	3359.09	16.0955
3057.8	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	7.6316	2828.4
451.232	612.104	99.8202	66.4348	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	21.8811
6.9795	6.6797	965.258	2582.04	1680.56	95.2089	6.9806	19.5349
1446.38	9.0682	15.0375	2308.9	2291.71	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	34.5372	2619.53	1399.4	3349.85	1299.5	2338.66
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	12.3374	10.537	436.125	8.9285	1472.62	6.6826
2121.04	261.45	504.722	3349.59	3356.92	3359.13	3301.89	30.9707
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	1494.8
2749.14	3209.04	3320.02	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	13.5654	164.464	9.6207	7.5041
15.9612	3273.98	615.208	23.9771	336.011	9.7593	14.7924	29.9012
125.109	3188.11	624.098	11.2029	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	2955.57
2038.23	8.0013	125.436	6.3124	6.7324	271.935	1229.91	1461.59
2291.72	2940.21	830.686	6.4489	3325.22	2809.87	3325.26	3357.94
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
2887.28	     5	2931.58	7.0937	155.173	210.025	2766.14	72.7943
1644.3	1700.85	6.5789	1373.68	     5	1390.34	462.69	3293.36
2935.2	126.286	17.3645	2963.81	     5	14.8132	11.4175	3328.67
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	15.7003	89.8643	22.3489	3341.65
6.4716	292.276	233.802	2846.53	123.442	6.4567	118.198	8.2421
     5	41.176	133.577	2496.56	107.154	3053.69	20.5104	     5
     5	     5	57.2923	1783.95	1252.62	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
3025.94	13.9368	2442.24	716.765	18.7862	152.029	49.0813	18.9416
3331.36	223.976	1691.29	1045.39	     5	14.9808	900.798	 7.219
940.428	30.8339	3350.24	     5	     5	     5	     5	     5
2541.31	699.847	     5	     5	54.6126	3141.69	3176.55	15.5644
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	3240.33	47.1952	3358.35	32.1971
34.0304	543.689	1491.54	1691.53	10.9698	2881.42	12.6079	1754.9
     5	     5	     5	12.4173	3043.16	7.5389	     5	     5
     5	     5	     5	     5	     5	15.8463	131.444	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	308.284	8.7321
1490.23	3351.42	72.548	     5	     5	     5	41.6809	     5
     5	     5	     5	     5	     5	3092.67	3358.92	3139.89
 6.765	136.438	2740.03	700.782	243.687	43.263	3035.87	3342.22
6.9991	655.923	17.7212	146.679	     5	     5	     5	     5
3359.13	17.5337	372.605	2958.63	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	273.074
     5	     5	     5	     5	     5	     5	     5	     5
866.428	     5	1783.38	2110.59	3201.08	7.5478	3296.4	16.5696
     5	     5	7.9481	109.446	3297.88	8.7888	939.511	 6.591
29.6484	7.0276	3127.71	2482.74	250.083	457.07	17.6857	61.3103
185.01	61.1719	384.399	548.96	308.075	674.415	626.479	956.776
     5	     5	     5	10.5328	     5	2918.01	3160.64	161.901
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	981.835	3358.41	     5	     5	     5
     5	     5	     5	3318.18	3099.94	51.5611	221.198	626.558
  3242	373.464	8.5176	437.111	1766.62	     5	563.535	126.154
209.811	73.2505	29.9951	2426.19	23.3423	311.502	97.8417	2056.1
2324.75	24.5023	2360.16	786.193	2902.39	265.196	6.7186	12.242
2035.68	768.434	414.94	7.5522	2597.29	     5	645.997	3032.79
     5	 9.611	6.6072	1039.03	24.2786	11.7228	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
674.056	     5	     5	     5	     5	2431.23	65.1801	739.571
69.1092	1920.28	1730.73	6.3248	1973.18	222.78	23.2923	3224.07
2030.69	19.4915	     5	3346.46	2756.2	17.5155	1455.96	3041.69
1559.09	1346.34	2708.45	108.832	     5	2077.88	8.0347	379.292
2621.11	54.113	16.8132	315.354	41.8503	2229.2	3331.4	2584.99
17.9861	     5	1834.24	     5	756.461	803.256	2757.7	1207.39
3359.08	10.9606	2896.34	     5	     5	     5	     5	     5
     5	     5	     5	     5	3162.28	     5	6.7223	     5
3321.98	3040.4	14.2075	2938.9	     5	     5	     5	     5
     5	     5	2677.06	6.5728	     5	     5	     5	3355.58
     5	     5	     5	     5	43.4969	     5	     5	1429.13
     5	3247.31	3292.26	67.1919	     5	72.2745	1202.35	3272.05
1170.26	46.5521	3099.22	796.801	3358.93	845.633	     5	     5
2438.5	705.991	28.0174	774.177	2911.59	968.643	2529.88	6.8088
68.8386	1914.01	3359.14	10.1336	     5	     5	     5	     5
2432.26	     5	694.508	9.3916	3017.79	1423.68	3352.09	33.202
1513.03	1349.16	11.313	6.7365	6.9605	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	3104.25
     5	     5	3227.67	     5	54.6004	36.8841	2659.16	 8.628
52.608	     5	3319.79	2858.2	14.2574	6.8717	610.039	16.8933
48.3134	6.8842	     5	     5	13.7671	20.2301	2669.28	3347.01
6.5594	3351.15	2465.68	1460.29	3226.24	10.2548	30.1446	3143.14
8.4547	1530.17	33.5506	360.744	2915.12	920.182	2185.39	661.367
1619.51	6.8922	6.8188	107.542	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	869.971	3264.65	     5	     5	     5	     5
647.47	216.319	14.8902	172.763	56.1352	     5	     5	34.7445
61.7496	2480.34	2694.91	479.217	1006.53	170.852	     5	     5
     5	59.0506	1004.8	19.5617	14.8562	777.385	1112.3	     5
     5	     5	147.703	51.2301	38.8832	3229.04	829.809	11.2408
89.8293	3331.08	1937.53	118.687	38.1652	2110.2	1622.8	3331.03
10.1434	     5	     5	     5	2963.76	1631.9	     5	     5
     5	     5	     5	     5	     5	     5	2568.91	 21.98
     5	     5	     5	     5	3040.86	6.3667	16.4944	1127.35
3352.11	1529.25	     5	3287.81	2618.26	345.406	14.9992	118.678
358.008	45.9097	     5	     5	     5	7.1379	2064.75	32.7857
7.0183	187.486	3162.87	     5	     5	     5	     5	     5
     5	3246.36	701.794	6.4805	1443.49	3283.71	2189.38	118.868
1361.59	1195.17	52.3477	6.7979	3342.22	83.0941	     5	     5
     5	     5	14.0543	     5	     5	     5	     5	     5
     5	3348.07	3358.75	     5	     5	     5	     5	     5
1687.1	49.9846	3160.15	1426.94	373.055	226.527	  1753	     5
2755.1	1698.27	28.4282	3118.29	3218.37	6.4288	     5	     5
     5	     5	3359.12	318.638	657.213	1063.92	7.9915	743.764
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	16.1423	1024.72	37.7405	210.722	642.79	9.1851
2859.37	6.6651	175.055	     5	     5	     5	     5	1750.28
     5	     5	     5	     5	     5	3225.09	838.74	     5
     5	     5	     5	     5	18.6473	2326.51	179.277	453.314
2818.45	     5	2684.05	116.078	     5	2186.04	135.876	518.965
750.582	183.546	     5	     5	     5	     5	     5	2809.67
7.9088	707.958	169.644	204.11	2616.87	     5	     5	     5
     5	     5	     5	     5	     5	     5	3270.92	1016.06
2931.3	7.7361	1303.71	1672.57	7.0889	15.0964	18.4725	     5
     5	     5	     5	22.7165	3339.78	     5	     5	1225.01
433.111	592.706	     5	     5	     5	     5	     5	     5
2987.3	9.4688	     5	     5	     5	16.9976	     5	     5
     5	191.22	31.6733	640.575	13.7024	     5	     5	     5
     5	     5	     5	     5	     5	     5	163.214	1204.94
3336.52	3033.25	     5	     5	     5	     5	     5	     5
     5	529.228	6.8158	2745.58	544.927	1867.51	3345.32	3349.19
2567.43	3283.73	2857.1	150.27	     5	     5	     5	     5
35.9375	2162.62	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	3136.18	3357.94	6.4168	47.8666
2143.75	35.6932	6.5203	     5	2319.14	     5	     5	     5
10.3994	     5	1933.11	1212.52	128.196	     5	     5	     5
     5	     5	3356.76	3089.87	48.693	2217.44	2885.5	     5
     5	     5	     5	     5	     5	273.263	3198.98	412.844
134.505	20.6128	7.0339	2454.76	1187.83	653.922	12.3186	38.4048
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
3359.08	3138.21	551.958	41.2414	336.713	14.0741	3331.24	     5
81.4001	     5	     5	     5	     5	     5	6.3016	172.046
49.9695	8.0444	     5	     5	     5	     5	18.1154	32.0232
2381.16	112.967	6.4348	3353.69	394.047	808.724	     5	     5
     5	265.039	68.018	3261.26	627.698	146.761	3276.96	381.665
9.4968	29.2177	794.968	6.8711	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	137.498	12.7542	409.02	3346.21
19.9437	22.9747	18.1551	     5	153.259	     5	     5	     5
     5	     5	525.202	12.6108	3354.88	3238.09	1217.83	     5
     5	     5	     5	10.6567	17.7062	3287.36	30.629	15.2758
3119.81	2118.61	32.1085	402.455	22.6496	63.2374	13.1372	3260.44
60.2559	1248.2	 206.1	2909.85	1158.9	152.356	3358.5	80.8958
     5	     5	     5	     5	     5	     5	     5	     5
     5	     5	     5	     5	     5	     5	3326.84	606.335
/
